aX,aY,aZ,gX,gY,gZ,target
6867,27424,2067,915,2221,2566,0
6441,25555,3695,1680,2052,5185,0
5351,22386,4403,2439,1548,7697,0
3948,19591,4482,3203,961,9988,0
1787,16739,4340,3854,341,12324,0
-2395,12768,4033,4397,-184,14788,0
-8877,8043,4176,5320,-564,17042,0
-17739,4115,5095,6620,-713,17453,0
-29128,-6435,8812,7387,-673,17453,0
30615,-19702,14342,6646,-854,17453,0
27296,29229,18827,4204,-1691,17453,0
-25339,26309,20621,2211,-2379,12085,0
-6609,26463,15696,1659,-2053,3837,0
-9296,27608,9441,1926,-922,-2385,0
-17133,-27282,9753,1904,-229,-4465,0
-13621,-17754,12500,-258,-37,-5061,0
-6781,-15435,11351,-3821,-74,-5404,0
-2534,-15760,8427,-6576,-235,-5737,0
-1164,-18089,5777,-7265,-192,-6126,0
-1430,-18780,2815,-6172,-194,-6643,0
-2540,-16258,434,-4199,-256,-7136,0
-3276,-12777,-758,-2276,-326,-7309,0
-2814,-9823,-1005,-906,-267,-7328,0
-1896,-7889,-1051,-198,-121,-7212,0
-433,-5710,-1418,-33,-37,-7093,0
905,-3027,-1365,-212,50,-7108,0
1249,-917,57,-699,204,-7219,0
1460,484,1822,-1574,298,-7332,0
1926,2522,2243,-2617,198,-7384,0
2126,4874,1780,-3422,-116,-7446,0
2604,7306,792,-3894,-426,-7375,0
2827,9080,-312,-3942,-479,-6940,0
3507,11096,-1166,-3554,-441,-6250,0
3914,13273,-1721,-2817,-254,-5219,0
4532,15330,-2372,-1780,92,-3870,0
5112,16783,-2572,-514,516,-2425,0
5482,18277,-1896,684,984,-949,0
6037,19330,-863,1564,1389,581,0
6359,19543,65,2062,1571,2197,0
6304,18251,845,2222,1546,3873,0
6040,16320,1144,2062,1324,5573,0
4840,14148,683,1716,903,7386,0
2479,11378,276,1510,573,9306,0
-974,7863,766,1652,495,11172,0
-5662,3393,1300,1998,498,12746,0
-11548,-1398,1570,2335,461,14029,0
-16864,-8057,2722,2236,357,14940,0
-22394,-18019,3130,1692,-4,15072,0
-22191,32756,1777,1341,-234,13706,0
-12293,26309,-183,1633,226,10405,0
-3569,26309,931,3151,1489,6226,0
-5059,30676,7185,5254,2621,2738,0
-7950,-26189,13257,5963,2590,231,0
-7393,-19258,14961,4034,1481,-1256,0
-4497,-14353,12607,564,406,-1945,0
-2160,-11133,9025,-2510,-261,-2245,0
-438,-10194,6468,-4253,-484,-2380,0
265,-10448,4485,-4645,-474,-2378,0
381,-10431,2707,-4056,-457,-2209,0
511,-9890,1515,-2819,-442,-1929,0
762,-9545,1019,-1414,-495,-1470,0
1253,-9353,1167,-280,-677,-920,0
2091,-9148,1225,433,-848,-494,0
3009,-9010,950,761,-860,-286,0
3392,-8845,739,852,-763,-230,0
3272,-8583,763,767,-678,-225,0
2962,-8393,763,522,-639,-229,0
2645,-8256,676,166,-624,-214,0
2645,-8256,676,166,-624,-214,0
2399,-8367,503,-216,-592,-99,0
2138,-8906,276,-477,-525,80,0
2023,-9713,110,-556,-444,219,0
2106,-10360,171,-480,-377,284,0
2054,-10769,495,-298,-343,306,0
1977,-10798,894,-90,-353,262,0
2116,-10625,1110,66,-393,144,0
2269,-10272,1186,143,-418,-14,0
2293,-9703,1156,115,-416,-151,0
2326,-9168,998,-12,-359,-242,0
2233,-8851,1009,-153,-247,-271,0
2065,-8810,1222,-257,-158,-228,0
1948,-8929,1328,-306,-127,-133,0
1988,-9210,1428,-259,-127,-34,0
2146,-9422,1514,-137,-164,27,0
2230,-9590,1634,-10,-230,58,0
2403,-9711,1508,63,-291,61,0
2546,-9696,1187,82,-298,26,0
2423,-9610,978,50,-271,-28,0
2412,-9453,900,-44,-236,-73,0
2390,-9343,717,-166,-182,-94,0
2360,-9330,579,-235,-105,-90,0
2276,-9415,494,-204,-40,-62,0
1968,-9585,527,-94,12,-20,0
1792,-9751,596,49,67,28,0
1673,-9889,896,192,95,99,0
1595,-10017,1240,279,67,135,0
1666,-10121,1417,259,26,91,0
1805,-10026,1534,151,1,13,0
1885,-9840,1513,10,-18,-66,0
1909,-9677,1398,-113,-30,-135,0
1869,-9623,1212,-183,-45,-162,0
1832,-9597,955,-170,-64,-166,0
1940,-9476,705,-78,-72,-160,0
2024,-9409,665,61,-52,-145,0
2129,-9326,636,184,-19,-139,0
2181,-9150,689,257,26,-137,0
2148,-9032,808,272,90,-125,0
2177,-8965,1037,214,151,-117,0
2193,-8922,1279,92,187,-111,0
2133,-8940,1465,-28,210,-86,0
2007,-9033,1664,-101,195,-49,0
1940,-9105,1811,-128,133,-1,0
1886,-9259,1844,-122,58,47,0
1942,-9373,1843,-118,-20,69,0
2024,-9325,1734,-110,-93,66,0
2044,-9361,1509,-88,-145,77,0
2128,-9433,1187,-52,-164,95,0
2121,-9408,1002,5,-144,116,0
2050,-9489,1024,65,-97,154,0
2071,-9593,1149,91,-74,189,0
2153,-9736,1272,50,-83,201,0
2045,-9926,1240,-37,-100,190,0
1970,-10085,1103,-119,-128,176,0
1989,-10235,952,-162,-168,152,0
2014,-10362,749,-161,-192,124,0
2060,-10370,550,-110,-180,91,0
2097,-10281,438,-45,-152,47,0
2075,-10158,341,7,-121,2,0
2102,-9980,250,43,-82,-37,0
2184,-9743,191,51,-27,-75,0
2199,-9541,221,42,46,-95,0
2138,-9364,391,38,116,-82,0
2050,-9279,682,43,174,-35,0
1932,-9385,1087,59,221,23,0
1829,-9524,1480,79,231,56,0
1789,-9595,1763,92,185,71,0
1813,-9657,1868,97,102,80,0
1787,-9731,1788,90,13,72,0
1820,-9708,1559,84,-70,56,0
1881,-9640,1268,79,-120,43,0
1878,-9572,976,76,-119,29,0
1922,-9580,707,77,-60,9,0
2015,-9502,690,86,51,-15,0
2011,-9329,1012,69,142,-31,0
2000,-9262,1355,7,168,-16,0
2089,-9287,1531,-67,137,16,0
2199,-9366,1545,-102,70,63,0
2264,-9494,1498,-82,-10,110,0
2409,-9534,1436,-20,-90,153,0
2533,-9439,1295,39,-153,185,0
2548,-9343,1175,71,-185,208,0
2645,-9325,893,44,-188,226,0
2737,-9433,477,-4,-138,229,0
2693,-9520,143,6,-67,225,0
2679,-9530,39,83,-5,242,0
2518,-9494,57,213,47,287,0
2232,-9510,220,408,104,371,0
2038,-9535,682,645,126,488,0
1884,-9603,1079,839,91,592,0
1611,-9749,1358,907,70,657,0
1611,-9749,1358,907,70,657,0
1430,-10119,1790,810,92,692,0
1083,-10618,2218,576,124,692,0
204,-11474,2375,306,172,665,0
-585,-12684,2445,104,239,569,0
-1054,-14420,2476,10,320,372,0
-1753,-16112,2816,17,408,88,0
-2033,-17925,3644,96,471,-305,0
-1897,-18791,4356,231,409,-859,0
-2009,-18706,5254,390,255,-1536,0
-2384,-18136,6395,338,51,-2281,0
-2693,-17697,6978,-187,-229,-2955,0
-2608,-16555,6318,-964,-498,-3615,0
-2312,-15699,4886,-1569,-688,-4229,0
-1721,-15131,2864,-1861,-795,-4742,0
-694,-14326,715,-1767,-708,-5157,0
-92,-13267,-349,-1398,-498,-5483,0
126,-11569,-84,-964,-205,-5706,0
832,-10635,867,-626,121,-5815,0
1237,-9828,1571,-575,238,-5953,0
1460,-8484,2118,-700,117,-6178,0
1879,-6787,2768,-863,-173,-6430,0
1956,-4969,3131,-1111,-498,-6577,0
2075,-3626,2966,-1385,-755,-6696,0
2444,-1904,2352,-1799,-1026,-6758,0
2266,-652,1808,-2322,-1353,-6790,0
2394,548,1041,-2853,-1576,-6924,0
2428,2667,23,-3203,-1690,-7056,0
1817,4819,-511,-3272,-1688,-7052,0
2558,7814,-834,-3244,-1557,-6915,0
2838,9816,-875,-3231,-1357,-6424,0
3252,12121,-1195,-3182,-1171,-5790,0
3982,14784,-2725,-2854,-862,-5010,0
4289,17668,-3729,-1862,-215,-3886,0
4976,20402,-3505,-422,621,-2326,0
5069,21605,-2049,617,1241,-671,0
5330,22089,70,1096,1590,915,0
6146,22493,1144,1139,1489,2513,0
6289,21328,998,1167,1136,4452,0
6149,19645,-280,1576,857,6571,0
5073,17116,-1155,2390,651,8698,0
3033,14413,-860,3342,555,10863,0
-142,11394,-313,4251,639,12912,0
-5450,7634,453,5084,822,14841,0
-11614,3980,1507,5762,1086,16622,0
-19923,-317,3492,5963,1567,17453,0
-31442,-14381,5257,5199,1847,17453,0
26309,31896,4756,4015,1572,17453,0
-30768,26309,6979,3221,1471,13528,0
-7346,26329,14378,2244,1818,7085,0
-5214,26466,20052,2395,2457,539,0
-15876,28470,20993,3582,2736,-4004,0
-17478,-26175,19727,2400,1126,-5796,0
-11408,-17187,16458,-1035,-1140,-6219,0
-5828,-13756,11412,-3978,-2441,-6413,0
-2747,-14333,6286,-5140,-2647,-6702,0
-1711,-15434,1046,-4753,-2214,-7097,0
-2039,-13951,-3511,-3404,-1405,-7489,0
-2549,-10532,-5159,-1744,-436,-7582,0
-2585,-8095,-3123,-413,343,-7401,0
-1924,-6228,-71,4,724,-7300,0
-1162,-4065,1901,-451,690,-7377,0
-374,-1259,2704,-1183,384,-7595,0
568,1881,3035,-1784,5,-7851,0
1234,4696,3499,-2287,-431,-8042,0
1795,7172,3530,-2767,-836,-8085,0
3381,10789,2450,-3093,-1096,-7773,0
3738,13214,873,-2967,-1196,-6854,0
4313,15671,183,-2335,-1112,-5659,0
5072,17839,19,-1648,-829,-4237,0
5928,19393,81,-1204,-516,-2689,0
7017,20228,-94,-903,-247,-1078,0
8164,21012,-560,-500,-46,672,0
8515,20953,-1102,325,142,2769,0
7652,19470,-839,1587,268,5135,0
6111,17074,-216,2731,242,7432,0
3636,14068,210,3449,136,9561,0
243,10547,837,3802,63,11570,0
-4204,6799,1711,3993,14,13314,0
-10726,2445,2484,4144,-12,14808,0
-18834,-6511,3512,4006,-45,15872,0
-25266,-18191,2296,3313,-276,15828,0
-25591,-30957,1908,2581,-357,14309,0
-15738,26309,5321,1478,66,11162,0
-5074,26309,8065,-39,883,6749,0
-3794,26855,8745,-172,1659,2116,0
-7406,-32307,9447,624,1840,-1318,0
-8134,-22125,9468,425,1320,-3027,0
-6065,-15110,8681,-935,542,-3415,0
-3337,-11528,7417,-2359,-76,-3259,0
-1155,-10076,5384,-3251,-560,-2982,0
-1155,-10076,5384,-3251,-560,-2982,0
287,-9875,3170,-3342,-852,-2734,0
1130,-9688,1204,-2730,-999,-2436,0
1488,-8836,-132,-1694,-1030,-2050,0
1948,-8164,-913,-550,-943,-1636,0
2426,-7995,-928,386,-751,-1326,0
2761,-7661,-632,897,-506,-1148,0
3112,-7009,-471,1025,-295,-991,0
3527,-6565,-311,973,-181,-798,0
3821,-6421,-84,824,-155,-628,0
4060,-6265,47,616,-157,-526,0
4059,-6131,-37,385,-172,-411,0
3838,-6155,-7,197,-178,-221,0
3423,-6603,-33,99,-193,18,0
3112,-7356,-126,100,-208,257,0
3083,-8060,-49,139,-194,435,0
3184,-8537,390,158,-160,533,0
3296,-9006,921,137,-144,573,0
3130,-9402,1272,48,-184,574,0
2887,-9615,1379,-85,-272,526,0
2887,-9809,1186,-214,-341,462,0
2956,-9860,766,-297,-376,382,0
2680,-9599,535,-288,-389,320,0
2355,-9636,460,-205,-395,338,0
2318,-10131,0,-80,-372,368,0
2424,-10448,-679,99,-252,357,0
2006,-10553,-920,337,-123,339,0
1494,-10853,-826,541,-22,330,0
1535,-11229,-542,624,72,298,0
1933,-11393,-341,457,119,215,0
2093,-11034,-50,106,176,41,0
2025,-10567,299,-177,315,-149,0
1920,-10222,645,-358,419,-286,0
1911,-9775,865,-458,412,-351,0
1948,-9401,1133,-417,365,-343,0
1933,-9115,1514,-259,304,-280,0
1891,-8826,1820,-38,196,-152,0
1957,-8719,1877,214,55,5,0
2023,-8818,1705,424,-50,132,0
1924,-9118,1431,542,-110,208,0
1903,-9328,1070,541,-152,205,0
2072,-9395,836,453,-135,165,0
2231,-9438,689,302,-72,109,0
2351,-9482,612,96,6,33,0
2448,-9478,556,-107,101,-39,0
2377,-9445,664,-209,207,-63,0
2217,-9434,951,-180,253,-35,0
2232,-9486,1237,-94,214,15,0
2219,-9646,1421,23,142,77,0
2132,-9810,1539,137,55,135,0
2183,-9958,1460,203,-48,170,0
2338,-10042,1185,210,-115,172,0
2323,-10009,1004,142,-94,125,0
2169,-9930,1010,0,-18,58,0
2048,-9862,1029,-169,55,-4,0
1962,-9804,1130,-299,94,-48,0
1911,-9808,1173,-355,83,-65,0
1982,-9884,1200,-325,52,-50,0
2059,-9845,1180,-234,-1,-35,0
2071,-9732,1142,-120,-76,-21,0
2048,-9602,979,11,-142,-3,0
2009,-9566,733,144,-174,12,0
2069,-9476,532,242,-159,10,0
2080,-9319,535,295,-113,5,0
2075,-9228,672,275,-48,5,0
1988,-9323,791,194,42,17,0
1896,-9498,1046,103,118,39,0
1881,-9630,1321,25,127,39,0
1935,-9705,1485,-21,103,19,0
1951,-9689,1555,-31,70,0,0
2011,-9500,1575,-26,13,-7,0
2171,-9405,1513,-3,-63,21,0
2256,-9405,1379,20,-128,71,0
2305,-9386,1227,40,-178,115,0
2316,-9414,1083,56,-216,149,0
2239,-9676,858,60,-218,169,0
2243,-9895,533,69,-182,159,0
2221,-9942,387,103,-131,128,0
2062,-10096,350,143,-70,103,0
1963,-10222,367,150,12,83,0
1879,-10309,626,120,90,69,0
1738,-10461,976,52,126,34,0
1692,-10509,1258,-35,118,-22,0
1766,-10362,1316,-99,71,-75,0
1947,-10126,1255,-87,23,-110,0
2074,-9826,1261,-5,-7,-133,0
2061,-9487,1312,67,-50,-142,0
2026,-9268,1246,105,-96,-115,0
2081,-9160,1083,118,-121,-74,0
2099,-9152,948,112,-131,-42,0
2072,-9189,873,100,-121,-26,0
2092,-9300,769,68,-96,-25,0
2092,-9300,769,68,-96,-25,0
2184,-9347,620,17,-36,-45,0
2231,-9185,755,-26,51,-74,0
2172,-9058,1033,-66,101,-85,0
2109,-9079,1265,-101,95,-83,0
2091,-9083,1383,-128,55,-59,0
2169,-9205,1235,-117,0,-16,0
2184,-9386,1069,-43,-45,29,0
2127,-9553,1000,83,-54,80,0
2068,-9671,1024,198,-53,113,0
1976,-9757,1104,231,-64,114,0
1999,-9814,1023,176,-61,100,0
2127,-9820,954,80,-25,76,0
2183,-9890,944,-6,22,44,0
2213,-9936,988,-65,69,26,0
2203,-9943,1139,-78,96,30,0
2158,-9990,1271,-58,87,48,0
2118,-10060,1349,-22,53,66,0
2054,-10117,1319,7,-3,74,0
2043,-10133,1113,24,-66,71,0
2073,-10167,811,33,-87,51,0
2025,-10154,590,45,-55,14,0
1990,-10002,599,46,-6,-27,0
2002,-9791,750,28,41,-55,0
2009,-9579,950,-3,76,-74,0
1960,-9407,1142,-31,92,-81,0
1890,-9317,1325,-46,87,-70,0
1838,-9290,1467,-43,64,-47,0
1752,-9374,1550,-24,12,-15,0
1720,-9587,1436,-6,-55,5,0
1788,-9656,1205,16,-111,3,0
1828,-9642,985,48,-131,-17,0
1928,-9517,787,54,-111,-47,0
2097,-9326,658,36,-55,-74,0
2067,-9147,735,22,23,-76,0
2050,-9091,934,3,81,-58,0
2074,-9153,1069,-34,76,-19,0
2162,-9197,1098,-67,37,31,0
2317,-9298,1083,-68,-5,77,0
2450,-9434,1042,-48,-35,112,0
2451,-9559,997,-4,-34,142,0
2413,-9652,1037,53,-18,165,0
2400,-9662,1169,73,2,164,0
2303,-9620,1262,51,38,150,0
2197,-9707,1358,4,53,144,0
2090,-9968,1312,-63,33,138,0
2105,-10169,1121,-95,4,136,0
2057,-10338,1047,-76,-25,140,0
1869,-10698,1023,-51,-47,154,0
1756,-11265,1078,-48,-68,164,0
1564,-12118,1131,-58,-81,129,0
1145,-13242,1106,-15,-63,0,0
1139,-14050,1339,104,-33,-219,0
881,-14298,1679,246,-68,-420,0
506,-14169,1878,348,-132,-580,0
173,-14368,1883,386,-184,-706,0
-108,-14867,1892,360,-209,-837,0
-135,-15481,2049,314,-194,-1017,0
-21,-16132,2299,305,-153,-1290,0
271,-16009,2634,356,-91,-1633,0
539,-15291,3111,431,-64,-2000,0
626,-14660,3548,425,-121,-2368,0
699,-14472,3555,306,-235,-2739,0
968,-14216,3077,160,-324,-3135,0
800,-13514,2977,66,-339,-3602,0
738,-13065,3108,-44,-282,-4134,0
1106,-12132,3087,-338,-208,-4661,0
1279,-10723,2880,-773,-169,-5146,0
1205,-9454,2570,-1223,-177,-5585,0
1386,-8294,2174,-1653,-223,-5939,0
1613,-7267,1836,-2011,-339,-6187,0
1810,-5521,1629,-2216,-514,-6352,0
1974,-3693,1599,-2282,-737,-6440,0
2467,-1843,1478,-2305,-972,-6465,0
2949,288,1314,-2379,-1171,-6235,0
3102,1945,775,-2488,-1307,-5904,0
3453,3474,185,-2643,-1357,-5690,0
3651,5308,-639,-2874,-1357,-5545,0
3209,7158,-1492,-3071,-1205,-5508,0
3118,9636,-2308,-3115,-929,-5525,0
3556,12165,-2679,-2906,-671,-5233,0
4377,14912,-3220,-2358,-345,-4516,0
5563,18233,-4023,-1399,279,-3341,0
6788,20954,-3454,-155,1089,-1709,0
7957,22606,-1891,915,1666,278,0
8367,22618,31,1542,1800,2411,0
7909,21291,1375,1731,1616,4485,0
6790,19301,1525,1796,1267,6504,0
5344,17109,758,2012,799,8592,0
3144,14528,-44,2517,441,10822,0
-1112,11534,-588,3363,420,13065,0
-7650,7439,-271,4464,633,15267,0
-7650,7439,-271,4464,633,15267,0
-16293,2645,696,5854,887,17197,0
-27116,-6075,2649,7131,1466,17453,0
30374,-19352,5311,7503,1897,17453,0
28328,30792,11766,6969,1756,16989,0
-25918,26309,24301,5531,1752,12480,0
-10569,26333,30346,3025,1817,5163,0
-13057,26624,23939,1143,1130,-1724,0
-19017,-31424,16352,210,-82,-5145,0
-14876,-20444,13595,-1623,-949,-6070,0
-8277,-15580,11473,-4090,-1364,-6335,0
-4462,-13550,8121,-5613,-1522,-6508,0
-2789,-13914,4996,-5472,-1499,-6609,0
-2540,-13971,1653,-4248,-1406,-6703,0
-2651,-12760,-1435,-2677,-1131,-6779,0
-2141,-10381,-2852,-1193,-566,-6824,0
-1543,-8354,-1830,-141,128,-6808,0
-962,-6733,84,254,614,-6816,0
4,-4330,1114,75,746,-6936,0
798,-2122,1960,-337,630,-7093,0
1588,-199,2790,-946,377,-7233,0
2320,2317,2849,-1775,65,-7421,0
2360,4363,2206,-2649,-233,-7669,0
3223,6711,2285,-3463,-454,-7784,0
3307,8159,1971,-4139,-629,-7457,0
4079,10676,755,-4196,-647,-6959,0
5193,12864,-300,-3469,-492,-6149,0
5995,15115,-961,-2215,-262,-4971,0
6529,18231,-1502,-730,61,-3492,0
7285,20942,-1148,715,487,-1616,0
8351,22461,129,1693,875,553,0
8986,22315,1435,1947,1056,2914,0
8299,20322,2267,1635,939,5344,0
6607,16853,2541,1145,660,7703,0
3682,13051,2069,867,254,9904,0
-199,9437,1934,1053,-169,11908,0
-5373,4460,2015,1623,-535,13643,0
-11506,-2122,1707,2361,-873,14942,0
-18775,-14286,992,3019,-1221,15541,0
-20545,-27676,-369,3679,-1328,14602,0
-14662,27080,-317,4038,-843,11967,0
-6459,26309,1571,3497,112,8276,0
-4667,29339,4565,3064,1252,4396,0
-5777,-29960,7053,2710,2099,1048,0
-5116,-23405,9052,1471,2094,-1122,0
-3944,-17893,9784,-425,1578,-2155,0
-2415,-13852,8895,-2196,1032,-2584,0
-763,-11484,7084,-3260,505,-2680,0
-13,-10334,5412,-3452,82,-2500,0
481,-9408,3885,-2891,-180,-2208,0
835,-8498,2563,-1809,-328,-1787,0
1136,-7673,2032,-534,-381,-1247,0
1613,-7201,2326,540,-401,-713,0
2048,-7025,2751,1139,-408,-290,0
2297,-6851,2885,1295,-399,-11,0
2293,-6933,2716,1157,-410,157,0
2111,-7325,2333,850,-420,266,0
2065,-7837,2038,460,-428,355,0
2043,-8486,1849,49,-457,417,0
2124,-9211,1446,-262,-460,425,0
2130,-9826,1114,-365,-409,402,0
2092,-10247,1024,-275,-333,372,0
2286,-10302,1258,-68,-273,342,0
2534,-10264,1722,129,-270,321,0
2819,-10228,2013,211,-318,302,0
3049,-10198,2056,198,-410,294,0
3091,-10263,1871,150,-545,299,0
2842,-10355,1450,92,-673,308,0
2668,-10464,967,0,-688,266,0
2673,-10647,454,-148,-594,175,0
2347,-10716,199,-288,-448,96,0
2063,-10654,241,-362,-273,0,0
2011,-10527,482,-359,-128,-94,0
1982,-10292,788,-295,-43,-149,0
1871,-10045,1101,-189,-5,-168,0
1637,-10053,1278,-42,-6,-160,0
1466,-10217,1182,136,-16,-172,0
1523,-10101,1162,329,-19,-206,0
1502,-9896,1235,486,10,-235,0
1456,-9806,1386,542,79,-272,0
1461,-9827,1533,467,165,-322,0
1466,-9804,1696,328,259,-383,0
1539,-9665,2020,193,331,-422,0
1727,-9528,2346,70,333,-443,0
2018,-9496,2537,-20,265,-446,0
2109,-9379,2561,-67,130,-422,0
2080,-9079,2405,-44,-12,-377,0
2124,-8741,2194,17,-151,-314,0
2185,-8493,1983,63,-288,-237,0
2413,-8341,1673,87,-387,-134,0
2722,-8373,1328,89,-435,-28,0
2899,-8531,1070,75,-418,48,0
2899,-8531,1070,75,-418,48,0
2820,-8825,926,50,-354,88,0
2735,-9316,762,10,-251,93,0
2822,-9595,750,-42,-133,52,0
2851,-9707,1033,-86,-39,-4,0
2784,-9794,1330,-118,25,-54,0
2741,-9721,1527,-127,60,-94,0
2713,-9524,1753,-104,55,-127,0
2718,-9284,1933,-85,19,-148,0
2780,-9092,1948,-73,-36,-123,0
2865,-9018,1875,-76,-91,-63,0
2844,-9103,1787,-70,-131,14,0
2638,-9311,1668,-51,-162,91,0
2381,-9715,1474,-17,-157,152,0
2223,-10199,1290,41,-101,170,0
2121,-10405,1367,96,-22,107,0
2129,-10307,1629,116,61,-10,0
2138,-10093,1884,94,120,-107,0
2176,-9841,2139,56,147,-166,0
2255,-9583,2309,13,132,-199,0
2345,-9320,2298,3,103,-205,0
2403,-9131,2296,59,79,-183,0
2473,-8940,2348,140,44,-143,0
2553,-8790,2413,224,14,-80,0
2487,-8747,2470,270,-7,-24,0
2432,-8797,2509,252,-29,9,0
2530,-8838,2559,174,-53,27,0
2651,-8958,2547,60,-81,38,0
2731,-9093,2343,-66,-104,28,0
2843,-9232,2091,-153,-90,7,0
2778,-9372,2060,-156,-43,4,0
2657,-9463,2211,-111,-24,15,0
2558,-9556,2311,-64,-66,28,0
2522,-9622,2199,-37,-133,27,0
2505,-9601,1969,-21,-190,10,0
2500,-9477,1799,-3,-218,-9,0
2458,-9465,1573,0,-215,-21,0
2411,-9517,1285,0,-164,-32,0
2389,-9456,1283,20,-98,-33,0
2445,-9408,1456,33,-56,-35,0
2560,-9311,1658,21,-25,-42,0
2624,-9219,1869,-14,-14,-40,0
2686,-9085,1988,-71,-39,-39,0
2695,-9013,2025,-131,-92,-22,0
2657,-8977,1877,-165,-157,12,0
2598,-8950,1684,-162,-214,60,0
2602,-8984,1492,-132,-255,116,0
2656,-9040,1285,-88,-278,161,0
2731,-9101,1005,-61,-281,178,0
2773,-9089,808,-56,-242,170,0
2658,-9189,717,-62,-170,159,0
2457,-9444,577,-73,-95,154,0
2354,-9693,530,-43,-5,148,0
2333,-9820,778,21,81,127,0
2326,-9784,1140,52,134,86,0
2320,-9663,1437,60,144,60,0
2364,-9556,1613,59,111,52,0
2470,-9469,1673,58,62,50,0
2545,-9447,1546,59,21,42,0
2622,-9307,1318,66,-5,31,0
2642,-9172,1125,74,1,36,0
2581,-9104,1035,69,51,51,0
2300,-9109,1115,67,125,82,0
2160,-9270,1399,77,182,137,0
2200,-9439,1707,89,198,178,0
2172,-9578,1914,110,188,194,0
2148,-9808,2009,140,156,194,0
2193,-9950,1965,170,113,189,0
2189,-9999,1998,201,92,178,0
2061,-10106,2061,197,75,153,0
1990,-10111,2045,146,47,109,0
2074,-10065,1922,79,30,64,0
2203,-9997,1889,18,40,21,0
2219,-9876,1866,-48,49,-24,0
2213,-9761,1848,-84,60,-41,0
2163,-9690,1972,-69,71,-23,0
2048,-9733,2175,-28,62,11,0
2066,-9956,2299,12,25,48,0
2144,-10115,2239,43,-27,51,0
2138,-10124,2134,42,-80,17,0
2078,-10054,1914,-1,-123,-26,0
2124,-9932,1596,-69,-140,-60,0
2226,-9809,1361,-110,-115,-79,0
2339,-9753,1292,-100,-58,-84,0
2375,-9803,1326,-52,4,-87,0
2367,-9817,1389,16,52,-99,0
2444,-9693,1614,75,74,-112,0
2436,-9589,1848,95,78,-116,0
2394,-9545,1971,69,60,-106,0
2450,-9482,2001,18,22,-100,0
2513,-9409,1970,-27,-12,-108,0
2513,-9409,1970,-27,-12,-108,0
2537,-9338,1860,-59,-35,-121,0
2557,-9192,1762,-70,-43,-123,0
2573,-9125,1743,-64,-40,-106,0
2524,-9129,1729,-65,-41,-77,0
2420,-9210,1673,-59,-43,-45,0
2324,-9326,1691,-29,-32,-18,0
2260,-9381,1756,3,-33,-5,0
2251,-9404,1774,23,-36,-9,0
2317,-9358,1808,20,-31,-27,0
2317,-9231,1867,-7,-27,-47,0
2292,-9209,1884,-45,-26,-57,0
2236,-9257,1822,-60,-31,-50,0
2165,-9326,1731,-46,-42,-35,0
2176,-9453,1641,-13,-43,-23,0
2278,-9450,1562,17,-34,-31,0
2400,-9313,1612,26,-12,-52,0
2424,-9162,1737,2,12,-65,0
2425,-9021,1772,-45,17,-62,0
2485,-8997,1769,-75,11,-38,0
2481,-9105,1775,-63,-2,0,0
2438,-9273,1715,-22,-29,42,0
2428,-9456,1579,41,-53,64,0
2451,-9464,1505,94,-56,55,0
2432,-9341,1486,93,-34,28,0
2479,-9190,1492,38,-4,0,0
2582,-9033,1523,-49,22,-20,0
2601,-8972,1523,-131,41,-25,0
2608,-8995,1474,-162,45,-9,0
2541,-9030,1447,-126,32,31,0
2462,-9098,1459,-35,16,85,0
2381,-9204,1517,74,1,140,0
2298,-9313,1567,158,-6,175,0
2215,-9401,1691,189,-1,183,0
2226,-9528,1788,158,9,172,0
2329,-9593,1842,86,25,137,0
2341,-9605,1924,9,40,102,0
2354,-9617,1883,-51,26,74,0
2440,-9614,1752,-69,5,63,0
2428,-9630,1583,-43,-3,74,0
2401,-9608,1423,16,-3,96,0
2341,-9705,1436,93,12,128,0
2181,-9888,1555,149,45,148,0
2165,-9958,1796,184,64,153,0
2172,-9935,2041,237,53,161,0
2135,-9955,2249,291,5,173,0
2144,-9988,2293,301,-71,180,0
2235,-9963,2237,259,-145,172,0
2315,-9895,2094,186,-199,146,0
2298,-9818,1958,111,-224,129,0
2219,-9742,1958,43,-229,123,0
2158,-9723,1993,-5,-225,123,0
2047,-9842,2077,-22,-222,123,0
1802,-10090,2098,-9,-233,119,0
1687,-10415,1974,12,-262,92,0
1832,-10586,1823,82,-277,44,0
1897,-10490,1822,175,-265,-25,0
1758,-10219,1853,217,-257,-115,0
1787,-10060,1747,193,-245,-181,0
1891,-10053,1683,105,-201,-234,0
2024,-10066,1728,-9,-133,-268,0
2169,-10217,1841,-88,-79,-266,0
2150,-10586,1958,-79,-47,-243,0
2130,-11146,2175,7,-37,-219,0
2091,-12123,2260,152,-66,-227,0
2080,-13112,2218,339,-110,-341,0
1977,-13825,2377,508,-159,-564,0
1916,-14221,2842,582,-197,-883,0
1710,-14670,3766,476,-246,-1280,0
1373,-14722,4297,162,-349,-1769,0
1350,-13852,4216,-198,-458,-2262,0
1532,-12790,4019,-530,-559,-2587,0
1696,-12240,3603,-853,-689,-2704,0
1856,-12274,2754,-1121,-757,-2723,0
1988,-13472,1898,-1207,-717,-2808,0
2450,-14485,1084,-1018,-612,-3112,0
2609,-14988,867,-536,-492,-3640,0
2712,-13909,2124,36,-387,-4302,0
