t_s,media_mA,min_mA,max_mA,n
1342.7,0.4301,0.0008,10.0962,101376
1343.7,0.4278,0.0022,8.4595,101376
1344.7,0.4291,0.0013,8.7036,101376
1345.7,0.4292,0.0017,10.0368,100864
1346.7,0.4293,0.0010,10.9098,100352
1347.8,0.4280,0.0013,10.7528,100352
1348.8,0.4291,0.0012,10.2028,100352
1349.8,0.4292,-0.0004,11.5349,101376
1350.8,0.4279,-0.0002,10.1880,100864
1351.8,0.4287,0.0012,10.0330,101376
1352.8,0.4286,0.0019,11.0745,100864
1353.8,0.4299,0.0013,11.6271,100864
1354.8,0.4297,0.0003,10.3408,101376
1355.8,0.4281,0.0015,10.2485,101888
1356.8,0.4287,0.0013,10.3497,100864
1357.9,0.4274,0.0003,12.3203,101376
1358.9,0.4276,0.0005,8.0968,101376
1359.9,0.4295,0.0004,10.2596,100864
1360.9,0.4286,0.0016,10.1981,101376
1361.9,0.4290,0.0012,10.6041,100352
1362.9,0.4284,0.0008,10.3461,100864
1363.9,0.4276,0.0015,9.7456,100864
1364.9,0.4282,-0.0001,10.8172,100864
1365.9,0.4294,0.0017,9.7575,100352
1366.9,0.4288,-0.0002,10.6457,100864
1367.9,0.4274,0.0018,10.3563,100864
1369.0,0.4294,0.0007,10.4823,100352
1370.0,0.4272,0.0012,11.0285,100864
1371.0,0.4269,-0.0007,9.5373,100864
1372.0,0.4285,0.0011,10.6132,101888
1373.0,0.4282,0.0015,10.1158,101376
1374.0,0.4281,0.0015,10.3958,100352
1375.0,0.4294,-0.0007,9.3614,100864
1376.0,0.4267,0.0009,9.5004,101376
1377.0,0.4274,0.0010,10.1059,100864
1378.1,0.4283,0.0022,9.6429,101376
1379.1,0.4290,0.0007,9.9741,100352
1380.1,0.4281,0.0001,10.4823,101376
1381.1,0.4282,0.0006,7.9931,101376
1382.1,0.4294,0.0005,10.0198,101376
1383.1,0.4277,0.0001,10.1175,100352
1384.1,0.4295,0.0007,10.4318,100864
1385.1,0.4283,-0.0000,11.4888,101888
1386.1,0.4291,0.0021,10.1008,101376
1387.1,0.4293,0.0004,10.3580,100864
1388.2,0.4272,0.0002,8.7544,101376
1389.2,0.4289,0.0009,10.7605,101376
1390.2,0.4281,-0.0003,10.3663,100352
1391.2,0.4282,0.0015,8.7582,100864
1392.2,0.4276,-0.0006,10.4370,101376
1393.2,0.4285,0.0012,8.7470,101376
1394.2,0.4282,0.0011,9.1797,101376
1395.2,0.4285,0.0015,9.6848,100864
1396.3,0.4291,0.0016,9.8370,101376
1397.3,0.4284,0.0003,9.9284,101376
1398.3,0.4281,0.0001,11.1205,100352
1399.3,0.4269,0.0007,10.2945,100864
1400.3,0.4287,0.0010,9.7084,100352
1401.3,0.4282,0.0008,9.1177,100352
1402.3,0.4289,0.0015,10.0898,101376
1403.3,0.4306,0.0008,10.8139,100352
1404.3,0.4283,0.0007,11.9503,101888
1405.3,0.4279,0.0014,9.7300,100864
1406.3,0.4280,0.0001,7.9175,100864
1407.4,0.4294,0.0013,11.2270,101376
1408.4,0.4295,0.0003,9.8897,100352
1409.4,0.4288,0.0008,10.1570,100864
1410.4,0.4293,0.0010,8.4509,100864
1411.4,0.4292,0.0011,9.9843,101376
1412.4,0.4273,0.0001,8.8684,100864
1413.4,0.4297,0.0019,10.0198,100864
1414.4,0.4284,0.0018,10.8363,101376
1415.4,0.4294,0.0011,10.7528,101888
1416.4,0.4290,0.0004,10.0060,100864
1417.4,0.4282,0.0000,9.9268,100352
1418.5,0.4289,0.0013,10.2943,101376
1419.5,0.4285,0.0001,10.1789,100864
1420.5,0.4278,0.0001,8.8752,101376
1421.5,0.4274,0.0008,10.1113,100352
1422.5,0.4284,0.0011,9.8192,100864
1423.5,0.4285,0.0001,10.1592,101376
1424.5,0.4275,-0.0002,9.9284,101376
1425.5,0.4283,0.0013,10.0417,101888
1426.6,0.4280,0.0015,10.8447,100864
1427.6,0.4286,0.0008,10.4776,100864
1428.6,0.4279,-0.0001,11.1665,100352
1429.6,0.4276,0.0005,10.1467,100864
1430.6,0.4286,0.0006,9.9871,100352
1431.6,0.4285,0.0015,10.8447,100864
1432.6,0.4284,0.0005,9.6102,101376
1433.6,0.4284,-0.0001,10.2941,100352
1434.6,0.4291,0.0024,10.4949,101376
1435.6,0.4283,0.0012,10.0198,100864
1436.6,0.4289,0.0007,9.8618,100864
1437.6,0.4268,-0.0007,9.9741,100352
1438.7,0.4276,0.0016,9.7696,101376
1439.7,0.4284,0.0017,10.3606,100864
1440.7,0.4275,0.0002,10.2404,100352
1441.7,0.4275,0.0007,10.3960,100864
1442.7,0.4270,0.0014,9.6902,100864
1443.7,0.4288,0.0011,10.5568,101376
1444.7,0.4288,0.0008,10.5635,101376
1445.7,0.4272,-0.0004,10.5234,100864
1446.7,0.4276,0.0017,10.6260,101888
1447.7,0.4283,0.0007,9.3945,100352
1448.7,0.4283,0.0004,9.6544,100352
1449.8,0.4283,-0.0001,8.2986,101376
1450.8,0.4271,-0.0001,9.9786,101376
1451.8,0.4274,0.0015,10.0153,101376
1452.8,0.4292,-0.0003,9.8757,100352
1453.8,0.4284,-0.0006,10.4372,100864
1454.8,0.4287,-0.0006,9.7204,101376
1455.8,0.4280,0.0011,8.6931,100864
1456.8,0.4283,0.0008,10.1165,100864
1457.8,0.4286,0.0008,10.5264,101888
1458.9,12.7270,0.0030,228.1662,101376
1459.9,29.7536,0.0018,242.1723,100352
1460.9,8.4150,0.0008,228.1662,100864
1461.9,6.7252,0.0005,58.0793,100864
1462.9,10.5179,0.0012,211.0923,100864
1463.9,9.7463,-0.0001,221.1755,101376
1464.9,8.5536,0.0010,199.4792,100864
1465.9,8.5589,0.0006,196.3862,100864
1466.9,6.3868,0.0008,59.2122,100864
1467.9,8.4766,0.0020,206.4443,100864
1469.0,9.7511,0.0011,199.4792,101376
1470.0,14.1980,0.0004,207.2187,100352
1471.0,8.4375,0.0008,198.7058,100864
1472.0,6.3998,0.0015,58.4753,100864
1473.0,8.3714,0.0006,197.9325,101376
1474.0,8.4973,-0.0001,199.4792,101376
1475.0,8.8769,0.0016,198.7058,100352
1476.0,8.3505,0.0008,196.3862,101376
1477.0,7.9973,0.0011,58.4753,100864
1478.0,8.4686,0.0015,199.4792,100864
1479.1,8.6934,0.0014,203.3477,101888
1480.1,13.5281,0.0008,206.4443,100864
1481.1,6.6659,0.0000,60.0649,101376
1482.1,9.9622,0.0010,196.3862,100864
1483.1,8.5443,0.0006,199.4792,100864
1484.1,8.4942,0.0004,197.9325,101376
1485.1,8.5886,0.0006,204.8958,100352
1486.1,6.3507,0.0017,59.3257,101376
1487.1,8.5108,0.0003,197.1593,100352
1488.1,9.3231,0.0015,201.0263,100864
1489.1,17.1780,0.0005,206.4443,100864
1490.2,35.2562,0.0101,66.4354,101376
1491.2,32.8724,0.1735,66.4354,101376
1492.2,32.8964,0.1700,64.4250,100352
1493.2,33.0952,0.0100,65.6796,100864
1494.2,34.0744,23.6649,67.9471,101376
1495.2,33.4156,0.0086,66.4354,101888
1496.2,33.2890,2.3615,64.2517,100352
1497.2,40.2315,15.4010,49.2909,101376
1498.2,40.9009,23.7140,49.8386,100864
1499.3,40.9084,26.5283,50.9375,101376
1500.3,40.8995,29.5311,50.2776,101888
1501.3,39.0649,8.1095,64.1684,100352
1502.3,40.9127,22.9796,51.1578,100864
1503.3,40.9234,26.7272,50.0580,100864
1504.3,40.9151,29.1283,49.8935,100864
1505.3,36.7357,2.3435,63.6745,101888
1506.3,38.6876,23.9102,68.7032,100864
1507.3,35.1415,24.1067,64.4829,101376
1508.4,34.4089,24.1067,59.3257,101376
1509.4,34.4168,24.1067,59.2690,100864
1510.4,34.4205,24.0576,59.3257,100864
1511.4,34.4089,24.2050,59.7235,101376
1512.4,34.4134,24.1067,59.4961,101376
1513.4,34.3329,23.4689,64.3672,101888
1514.4,34.8986,23.6159,64.5407,101376
1515.5,34.9502,23.4199,64.8300,101376
1516.5,35.3724,23.5669,67.1912,100864
1517.5,36.0040,23.6649,68.7032,101376
1518.5,35.7231,23.8121,66.4354,100864
1519.5,34.8932,23.8612,64.9240,100864
1520.5,35.0035,23.9593,65.6796,100864
1521.5,35.0130,23.6649,66.4354,100864
1522.5,34.9930,23.6649,65.6796,101376
1523.5,35.0069,23.7630,64.4250,101376
1524.5,35.0016,23.7140,64.9240,100352
1525.5,34.9910,23.7140,65.6796,100864
1526.6,35.1861,23.9102,64.4829,101376
1527.6,35.0234,23.8121,64.7721,100864
1528.6,34.8372,23.8121,65.6796,101376
1529.6,35.7127,23.6159,66.4354,100864
1530.6,36.0012,23.6649,64.5407,100352
1531.6,35.7126,23.9102,65.6796,101376
1532.6,35.4799,23.9593,67.1912,101888
1533.6,34.7079,23.9102,67.1912,100864
1534.6,34.7662,23.9102,64.9240,100352
1535.7,34.6175,23.8612,65.6796,101888
1536.7,34.9165,23.8612,67.1912,101376
1537.7,34.7278,24.0084,66.4354,100864
1538.7,35.0690,23.7140,64.9240,101376
1539.7,35.8481,24.1067,64.2517,100864
1540.7,35.2868,24.0576,64.9240,101376
1541.7,35.9743,23.9593,67.9471,100352
1542.7,35.7462,23.9593,66.4354,101376
1543.7,35.4835,23.6649,64.9240,100352
1544.8,35.4283,23.7140,67.1912,101376
1545.8,35.4829,23.7140,65.6796,100864
1546.8,35.3681,23.6649,65.6796,100864
1547.8,35.3045,23.9102,65.0037,101376
1548.8,35.3728,23.8121,65.6796,101888
1549.8,35.3153,23.6649,64.9240,101376
1550.8,35.2128,23.9102,65.6796,100864
1551.8,34.9249,24.0576,65.6796,100864
1552.8,34.9103,23.8121,65.6796,101376
1553.9,34.8792,23.7140,65.6796,100352
1554.9,35.4726,23.8612,64.3672,101888
