acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,class
803,-1778,10279,360,-283,163,1
955,-1919,9997,111,-303,30,1
1289,-1568,9545,-87,-279,-104,1
1795,-1070,9184,-269,-222,-133,1
2008,-701,8628,-498,-178,-49,1
2097,-451,8237,-452,-40,75,1
1986,-530,8685,-329,132,275,1
1510,-1170,9447,-305,151,460,1
1031,-2178,9882,-190,46,468,1
769,-2804,9907,-135,-75,347,1
851,-2567,9778,-272,-165,205,1
1192,-2150,9472,-335,-213,79,1
1458,-1893,9053,-350,-200,18,1
1557,-1758,8871,-416,-123,49,1
1547,-1733,8925,-453,-14,121,1
1395,-1774,9184,-382,67,176,1
1161,-1962,9483,-307,67,225,1
994,-2315,9670,-259,29,245,1
842,-2535,9609,-292,-33,249,1
762,-2788,9451,-339,-161,88,1
778,-2704,9231,-404,-190,-5,1
1022,-2499,9152,-469,-129,-107,1
1183,-2007,9028,-694,-61,-135,1
1276,-1866,9019,-892,-25,-150,1
1260,-1786,9172,-951,37,-95,1
1124,-1799,9453,-977,86,15,1
834,-2099,9951,-1113,92,124,1
521,-2742,10313,-962,6,118,1
506,-3353,10133,-501,-121,7,1
773,-3511,9689,-362,-214,-114,1
1018,-3181,9417,-482,-237,-196,1
1126,-2995,9314,-576,-232,-307,1
1249,-3000,9247,-509,-196,-447,1
1274,-3056,9082,-512,-157,-445,1
1248,-2667,9044,-388,-100,-411,1
1219,-2194,9209,-39,-67,-341,1
1157,-2281,9244,234,-82,-217,1
1130,-2482,9144,304,-107,-109,1
1128,-2701,9009,294,-112,-68,1
1215,-2686,8915,290,-100,-69,1
1405,-2437,8900,250,-95,-71,1
1403,-2346,8892,224,-94,-56,1
1398,-2274,8911,339,-92,-35,1
1483,-2315,8845,458,-87,-13,1
1534,-2282,8816,429,-49,1,1
1488,-2205,8955,334,34,4,1
1380,-2121,9305,297,113,3,1
1205,-2027,9696,281,141,26,1
1139,-2037,9915,299,102,81,1
1073,-2263,10011,305,43,130,1
878,-2864,10083,224,-15,109,1
853,-3152,9945,90,-77,35,1
1004,-2978,9672,33,-98,-17,1
1176,-2686,9432,59,-71,-54,1
1331,-2320,9274,69,-29,-35,1
1359,-2079,9281,160,1,44,1
1222,-2207,9347,339,14,176,1
1091,-2716,9476,449,11,270,1
925,-2995,9681,477,2,269,1
829,-3130,9824,479,-20,206,1
826,-3167,9834,452,-54,105,1
1048,-2960,9670,410,-83,12,1
1367,-2432,9414,367,-96,-36,1
1558,-2008,9249,331,-84,-21,1
1598,-1935,9220,302,-59,27,1
1468,-1986,9325,327,-34,69,1
1386,-2140,9478,402,-27,86,1
1386,-2140,9478,402,-27,86,1
1358,-2215,9539,435,-43,54,1
1388,-1993,9484,444,-58,23,1
1496,-1667,9474,478,-48,15,1
1613,-1338,9545,511,-26,44,1
1674,-1155,9648,512,-3,110,1
1606,-1174,9730,461,23,172,1
1435,-1371,9857,410,53,191,1
1274,-1541,10048,398,64,164,1
1261,-1472,10199,443,34,133,1
1361,-1426,10263,455,-11,116,1
1500,-1449,10069,439,-63,85,1
1647,-1380,9775,419,-79,59,1
1844,-1306,9615,385,-41,41,1
1874,-1140,9605,320,26,33,1
1814,-1070,9772,221,90,59,1
1586,-1341,10053,149,114,87,1
1387,-1537,9310,198,-45,-48,1
1387,-1537,9310,198,-45,-48,1
1340,-1479,9093,124,-37,-99,1
1435,-1023,8991,174,-7,-120,1
1577,-571,8985,282,38,-106,1
1474,-349,9176,273,90,-42,1
1237,-520,9524,245,134,40,1
1043,-870,9839,306,152,99,1
837,-1407,9993,258,132,67,1
748,-1608,9896,129,81,-19,1
869,-1322,9641,89,52,-86,1
1057,-1016,9348,56,63,-103,1
1174,-794,9124,24,100,-56,1
